,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_learning_rate,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
16,0.002596259117126465,0.000487241488358269,0.00029942989349365237,0.0004573871316844981,0.0,invscaling,777,"{'alpha': 0.0, 'learning_rate': 'invscaling', 'random_state': 777}",-0.32300412787571076,-5.931523433710711,0.9005859730274345,0.4613572752697064,-1.9439815021518472,-1.6107148751403995,-0.8031516057850685,0.4297315910052528,-0.6563160608087228,0.9059031850973824,-0.8571113581072684,1.934409685767533,38
17,0.002106642723083496,0.0003014515610047496,0.0002918243408203125,0.00044588694378844246,0.0,invscaling,69,"{'alpha': 0.0, 'learning_rate': 'invscaling', 'random_state': 69}",-0.2906370586369562,-5.822761510781013,0.9109935447656348,0.47473707058857195,-2.035360397000085,-1.5939924114299813,-0.7255877818356511,0.4388548356100104,-0.6076358145933314,0.9012896134586994,-0.8350099909854102,1.9145758899921483,22
18,0.0015928506851196288,0.0004788843608182759,0.00030264854431152346,0.00046263865834869557,0.01,constant,12345,"{'alpha': 0.01, 'learning_rate': 'constant', 'random_state': 12345}",-0.24834720910205177,-5.635259845327445,0.8646190779389615,0.4909872768691744,-2.783914796101205,-1.5258628990494096,-0.7300531153351268,0.49768935304369566,-0.534654360513422,0.865784727963603,-0.8739011789613225,1.9252008132424394,42
19,0.0013986825942993164,0.0004938330855336647,0.00039103031158447263,0.0004791014607964128,0.01,constant,123,"{'alpha': 0.01, 'learning_rate': 'constant', 'random_state': 123}",-0.24686512260159033,-5.257459188607151,0.8571141745014921,0.527836344999647,-2.2380896197847866,-1.4661524162347082,-1.093460233496491,0.48052978502388555,-0.7049690573037095,0.7903716653707672,-0.8351143668132647,1.773352652994064,23
20,0.001402902603149414,0.0004884140594922161,9.958744049072265e-05,0.000298762321472168,0.01,constant,666,"{'alpha': 0.01, 'learning_rate': 'constant', 'random_state': 666}",-0.18412900806939647,-5.626725656104713,0.9393567639753302,0.5196879842111339,-2.8869067218494453,-1.5471659454043314,-0.7361787813268945,0.438652309783669,-0.6106564208023395,0.8789441254414604,-0.8815121350145525,1.941225060625588,43
21,0.001385498046875,0.0004959910332189897,0.00040895938873291015,0.0005010277583722768,0.01,constant,123123,"{'alpha': 0.01, 'learning_rate': 'constant', 'random_state': 123123}",-0.21553852340339752,-6.006489388650563,0.9513015433342028,0.41128896620655886,-2.8381205136012535,-1.3978219102039184,-0.48585349005616885,0.4351030706144524,-0.46943107601133627,0.892739178103781,-0.8722822143667642,2.025865086070269,40
22,0.001594400405883789,0.000509786304773155,0.0003999948501586914,0.0004900919930607034,0.01,constant,777,"{'alpha': 0.01, 'learning_rate': 'constant', 'random_state': 777}",-0.2169417700864138,-5.323660398337501,0.9544576022568838,0.4222494998995675,-3.6846588250366095,-1.4596861098914666,-0.4379051011748496,0.40948510514223013,-0.49328567663036793,0.8253553379941956,-0.9004590335864331,1.9585917984474261,52
23,0.0014928579330444336,0.0005059402493169135,0.0004039764404296875,0.0004948327059201558,0.01,constant,69,"{'alpha': 0.01, 'learning_rate': 'constant', 'random_state': 69}",-0.2714992855874132,-6.159179781960829,0.9052308656891812,0.5201066040982696,-2.1512479760985324,-1.4857741089136347,-0.6932080144560226,0.4548874087974645,-0.7448710443759734,0.8915471618394323,-0.8734008170968058,2.008566978053439,41
24,0.004479360580444336,0.0020070800742107487,0.0,0.0,0.01,optimal,12345,"{'alpha': 0.01, 'learning_rate': 'optimal', 'random_state': 12345}",-3.6355129485944025e+23,-6.700632717662427e+24,-6.882686687369878e+18,-4.9551267327997185e+23,-1.491015407935192e+22,-1.4612976094937841e+23,-2.684700503318786e+24,-2.037683378981103e+23,-1.1847796466677803e+22,-1.429196416250396e+24,-1.2050256537451226e+24,2.001718517246512e+24,62
25,0.0038144588470458984,0.001803353694638592,0.00029456615447998047,0.0004499941751543751,0.01,optimal,123,"{'alpha': 0.01, 'learning_rate': 'optimal', 'random_state': 123}",-4.227305976809486e+24,-1.5029158609429098e+24,-2.5215303271847003e+23,-2.523495786602432e+19,-2.533448545422953e+25,-6.99769421140798e+22,-2.6888837397266066e+24,-2.9601722900022045e+21,-2.424553923329962e+24,-5.022692682215978e+23,-3.7005529605340514e+24,7.337938549744958e+24,65
26,0.006097984313964844,0.00714122499514582,0.0002992868423461914,0.00045716875441708966,0.01,optimal,666,"{'alpha': 0.01, 'learning_rate': 'optimal', 'random_state': 666}",-8.420858516437846e+20,-2.2429365214110176e+24,-2.3298043537061385e+23,-9.040066059520316e+19,-6.418475437733087e+23,-3.0077284341342804e+23,-2.7072953300694335e+24,-2.086082476353889e+23,-3.179275200170742e+23,-1.9556775639352067e+21,-6.65525660576644e+23,9.291006673878216e+23,61
27,0.004585552215576172,0.00716990315314887,0.0,0.0,0.01,optimal,123123,"{'alpha': 0.01, 'learning_rate': 'optimal', 'random_state': 123123}",-1.3865605658033392e+23,-1.5153441125212097e+25,-1.2411441769207383e+24,-3.4205114879835387e+23,-2.4322554475184673e+21,-6.477527602234185e+23,-2.7120878708301874e+21,-4.116025076330865e+23,-7.226569134354054e+24,-4.8943443754677366e+23,-2.56557956905872e+24,4.674754721887432e+24,63
28,0.005215859413146973,0.004236634047417204,0.00029659271240234375,0.0004531025508606207,0.01,optimal,777,"{'alpha': 0.01, 'learning_rate': 'optimal', 'random_state': 777}",-3.804545165404383e+23,-1.2376661501739425e+25,-5.789043600204994e+23,-1.5409894481450264e+21,-7.963338852171435e+21,-3.8949562044566466e+23,-2.2743457408058487e+25,-2.0302542706334819e+21,-1.7072605592089968e+24,-1.4393953526163264e+21,-3.818920794393708e+24,7.267402822178442e+24,66
29,0.003885197639465332,0.005485162112868359,0.0,0.0,0.01,optimal,69,"{'alpha': 0.01, 'learning_rate': 'optimal', 'random_state': 69}",-2.1559908248141637e+24,-4.32478737913366e+24,-3.435060933968843e+22,-1.0389829869076071e+22,-1.3969662033118122e+22,-1.8998887843534764e+23,-4.3708264444964e+23,-1.9447887149309172e+23,-1.9826656034460214e+25,-1.232753979294065e+23,-2.731097013195741e+24,5.849282877386863e+24,64
30,0.002013707160949707,0.003114521643320291,0.00020132064819335937,0.0006039619445800781,0.01,invscaling,12345,"{'alpha': 0.01, 'learning_rate': 'invscaling', 'random_state': 12345}",-0.30018506419938995,-6.011150155609262,0.8981667856503677,0.47224538336559607,-1.8178937029217628,-1.6438875448008203,-0.6023624910751406,0.4565976429992006,-0.667491473889728,0.8964212077577499,-0.8319539412723188,1.9534539805629851,13
