param_C,param_coef0,param_degree,param_gamma,param_kernel,param_tol,mean_test_score,std_test_score,rank_test_score
0.01,0.5,3,auto,rbf,0.0001,-0.04876969645601958,0.06282899327913685,1969.2
0.01,0.5,3,auto,rbf,0.001,-0.04877902193507666,0.06282309509474257,1976.8
0.01,0.5,3,auto,rbf,0.01,-0.04873757847805614,0.06281484026890169,1977.6
0.01,0.5,3,auto,rbf,0.1,-0.04694429824074302,0.059319776434225126,1956.4
0.01,0.5,3,auto,sigmoid,1e-05,-0.05332265458823966,0.06319949045045677,2052.8
0.01,0.5,3,auto,sigmoid,0.0001,-0.05332265458823966,0.06319949045045677,2052.8
0.01,0.5,3,auto,sigmoid,0.001,-0.05332265458823966,0.06319949045045677,2052.8
0.01,0.5,3,auto,sigmoid,0.01,-0.0533119263596047,0.06318272708094527,2055.6
0.01,0.5,3,auto,sigmoid,0.1,-0.0519261785910459,0.05986817241587572,2125.8
0.01,0.5,3,scale,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,0.5,3,scale,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,0.5,3,scale,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,0.5,3,scale,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,0.5,3,scale,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,0.5,3,scale,poly,1e-05,0.064432928329738,0.12450645612643965,1542.2
0.01,0.5,3,scale,poly,0.0001,0.064434870551378,0.12450577745960596,1542.0
0.01,0.5,3,scale,poly,0.001,0.0644245325698409,0.12446828274450261,1542.6
0.01,0.5,3,scale,poly,0.01,0.0639756132508807,0.12430859288037029,1544.8
0.01,0.5,3,scale,poly,0.1,0.06897522182856428,0.12137863194656925,1532.8
0.01,0.5,3,scale,rbf,1e-05,-0.033092504081167665,0.06570947990901085,1834.6
0.01,0.5,3,scale,rbf,0.0001,-0.03309379672299292,0.0657082297611407,1835.8
0.01,0.5,3,scale,rbf,0.001,-0.03311847940911836,0.06568963696317762,1840.6
0.01,0.5,3,scale,rbf,0.01,-0.0333726700169528,0.06547608877119182,1844.2
0.01,0.5,3,scale,rbf,0.1,-0.03018497996918968,0.0633531215040195,1814.2
0.01,0.5,3,scale,sigmoid,1e-05,-0.051492716571094874,0.06312868332035695,2106.6
0.01,0.5,3,scale,sigmoid,0.0001,-0.05149346837880636,0.0631283048799283,2107.0
0.01,0.5,3,scale,sigmoid,0.001,-0.0514891097299409,0.0631305109496232,2103.2
0.01,0.5,3,scale,sigmoid,0.01,-0.05144086660100942,0.06316716895501676,2121.2
0.01,0.5,3,scale,sigmoid,0.1,-0.04834726418700204,0.05965301328396616,1994.4
0.01,0.5,8,auto,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,0.5,8,auto,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,0.5,8,auto,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,0.5,8,auto,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,0.5,8,auto,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,0.5,8,auto,poly,1e-05,-0.05422983260887526,0.06331684563915649,2099.0
0.01,0.5,8,auto,poly,0.0001,-0.05422983260887526,0.06331684563915649,2099.0
0.01,0.5,8,auto,poly,0.001,-0.054229949401654966,0.06331677552247739,2099.4
0.01,0.5,8,auto,poly,0.01,-0.05420654274327016,0.06330057043280927,2098.6
0.01,0.5,8,auto,poly,0.1,-0.05512659204222672,0.0613704703845526,2290.8
0.01,0.5,8,auto,rbf,1e-05,-0.04876969645601958,0.06282899327913685,1969.2
0.01,0.5,8,auto,rbf,0.0001,-0.04876969645601958,0.06282899327913685,1969.2
0.01,0.5,8,auto,rbf,0.001,-0.04877902193507666,0.06282309509474257,1976.8
0.01,0.5,8,auto,rbf,0.01,-0.04873757847805614,0.06281484026890169,1977.6
0.01,0.5,8,auto,rbf,0.1,-0.04694429824074302,0.059319776434225126,1956.4
0.01,0.5,8,auto,sigmoid,1e-05,-0.05332265458823966,0.06319949045045677,2052.8
0.01,0.5,8,auto,sigmoid,0.0001,-0.05332265458823966,0.06319949045045677,2052.8
0.01,0.5,8,auto,sigmoid,0.001,-0.05332265458823966,0.06319949045045677,2052.8
0.01,0.5,8,auto,sigmoid,0.01,-0.0533119263596047,0.06318272708094527,2055.6
0.01,0.5,8,auto,sigmoid,0.1,-0.0519261785910459,0.05986817241587572,2125.8
0.01,0.5,8,scale,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,0.5,8,scale,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,0.5,8,scale,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,0.5,8,scale,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,0.5,8,scale,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,0.5,8,scale,poly,1e-05,0.12342850094282946,0.17514471927577294,1422.2
0.01,0.5,8,scale,poly,0.0001,0.12342962489147827,0.17513719841195766,1422.6
0.01,0.5,8,scale,poly,0.001,0.1234341482981978,0.17512225922104002,1422.4
0.01,0.5,8,scale,poly,0.01,0.12341602281229065,0.1753258985419905,1421.4
0.01,0.5,8,scale,poly,0.1,0.1216883450591418,0.17526968478246122,1432.6
0.01,0.5,8,scale,rbf,1e-05,-0.033092504081167665,0.06570947990901085,1834.6
0.01,0.5,8,scale,rbf,0.0001,-0.03309379672299292,0.0657082297611407,1835.8
0.01,0.5,8,scale,rbf,0.001,-0.03311847940911836,0.06568963696317762,1840.6
0.01,0.5,8,scale,rbf,0.01,-0.0333726700169528,0.06547608877119182,1844.2
0.01,0.5,8,scale,rbf,0.1,-0.03018497996918968,0.0633531215040195,1814.2
0.01,0.5,8,scale,sigmoid,1e-05,-0.051492716571094874,0.06312868332035695,2106.6
0.01,0.5,8,scale,sigmoid,0.0001,-0.05149346837880636,0.0631283048799283,2107.0
0.01,0.5,8,scale,sigmoid,0.001,-0.0514891097299409,0.0631305109496232,2103.2
0.01,0.5,8,scale,sigmoid,0.01,-0.05144086660100942,0.06316716895501676,2121.2
0.01,0.5,8,scale,sigmoid,0.1,-0.04834726418700204,0.05965301328396616,1994.4
0.01,10.0,3,auto,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,10.0,3,auto,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,10.0,3,auto,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,10.0,3,auto,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,10.0,3,auto,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,10.0,3,auto,poly,1e-05,0.1593325501051497,0.16883383153659398,1375.8
0.01,10.0,3,auto,poly,0.0001,0.159332834591204,0.16883262856213904,1376.4
0.01,10.0,3,auto,poly,0.001,0.15937517551787161,0.16880822977657353,1375.2
0.01,10.0,3,auto,poly,0.01,0.15867747324024964,0.16865973623803915,1377.8
0.01,10.0,3,auto,poly,0.1,0.1594121263632387,0.16906304182197282,1376.6
0.01,10.0,3,auto,rbf,1e-05,-0.04876969645601958,0.06282899327913685,1969.2
0.01,10.0,3,auto,rbf,0.0001,-0.04876969645601958,0.06282899327913685,1969.2
0.01,10.0,3,auto,rbf,0.001,-0.04877902193507666,0.06282309509474257,1976.8
0.01,10.0,3,auto,rbf,0.01,-0.04873757847805614,0.06281484026890169,1977.6
0.01,10.0,3,auto,rbf,0.1,-0.04694429824074302,0.059319776434225126,1956.4
0.01,10.0,3,auto,sigmoid,1e-05,-0.056269228134116965,0.06364567691745188,2424.0
0.01,10.0,3,auto,sigmoid,0.0001,-0.056269228134116965,0.06364567691745188,2424.0
0.01,10.0,3,auto,sigmoid,0.001,-0.05626922813411438,0.06364567691745149,2424.4
0.01,10.0,3,auto,sigmoid,0.01,-0.0562744268236105,0.06364695420075665,2411.2
0.01,10.0,3,auto,sigmoid,0.1,-0.051496467139656575,0.05816534461484154,2131.4
0.01,10.0,3,scale,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,10.0,3,scale,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,10.0,3,scale,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,10.0,3,scale,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,10.0,3,scale,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,10.0,3,scale,poly,1e-05,0.41208237592087904,0.35720037408958155,238.0
0.01,10.0,3,scale,poly,0.0001,0.41208332317687824,0.3571951602848359,237.8
0.01,10.0,3,scale,poly,0.001,0.41209476361532815,0.3571797454588096,237.0
0.01,10.0,3,scale,poly,0.01,0.4120662308180464,0.3569588974344423,238.2
0.01,10.0,3,scale,poly,0.1,0.41221947550381943,0.3572643959900525,344.6
0.01,10.0,3,scale,rbf,1e-05,-0.033092504081167665,0.06570947990901085,1834.6
0.01,10.0,3,scale,rbf,0.0001,-0.03309379672299292,0.0657082297611407,1835.8
0.01,10.0,3,scale,rbf,0.001,-0.03311847940911836,0.06568963696317762,1840.6
0.01,10.0,3,scale,rbf,0.01,-0.0333726700169528,0.06547608877119182,1844.2
0.01,10.0,3,scale,rbf,0.1,-0.03018497996918968,0.0633531215040195,1814.2
0.01,10.0,3,scale,sigmoid,1e-05,-0.056269228133905405,0.06364567693114273,2434.4
0.01,10.0,3,scale,sigmoid,0.0001,-0.056269228133905405,0.06364567693114273,2434.4
0.01,10.0,3,scale,sigmoid,0.001,-0.05626922813389836,0.06364567693114181,2434.8
0.01,10.0,3,scale,sigmoid,0.01,-0.05627442682387682,0.06364695421494668,2420.0
0.01,10.0,3,scale,sigmoid,0.1,-0.05149646713695653,0.05816534462373903,2132.6
0.01,10.0,8,auto,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,10.0,8,auto,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,10.0,8,auto,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,10.0,8,auto,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,10.0,8,auto,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,10.0,8,auto,poly,1e-05,0.3930928034105761,0.3620398650862966,564.0
0.01,10.0,8,auto,poly,0.0001,0.39309454918820935,0.36203697802786305,561.8
0.01,10.0,8,auto,poly,0.001,0.393019166950511,0.36211550618792465,583.0
0.01,10.0,8,auto,poly,0.01,0.3930530492984225,0.36207803418727835,512.8
0.01,10.0,8,auto,poly,0.1,0.3916134190637204,0.3595839786073493,597.8
0.01,10.0,8,auto,rbf,1e-05,-0.04876969645601958,0.06282899327913685,1969.2
0.01,10.0,8,auto,rbf,0.0001,-0.04876969645601958,0.06282899327913685,1969.2
0.01,10.0,8,auto,rbf,0.001,-0.04877902193507666,0.06282309509474257,1976.8
0.01,10.0,8,auto,rbf,0.01,-0.04873757847805614,0.06281484026890169,1977.6
0.01,10.0,8,auto,rbf,0.1,-0.04694429824074302,0.059319776434225126,1956.4
0.01,10.0,8,auto,sigmoid,1e-05,-0.056269228134116965,0.06364567691745188,2424.0
0.01,10.0,8,auto,sigmoid,0.0001,-0.056269228134116965,0.06364567691745188,2424.0
0.01,10.0,8,auto,sigmoid,0.001,-0.05626922813411438,0.06364567691745149,2424.4
0.01,10.0,8,auto,sigmoid,0.01,-0.0562744268236105,0.06364695420075665,2411.2
0.01,10.0,8,auto,sigmoid,0.1,-0.051496467139656575,0.05816534461484154,2131.4
0.01,10.0,8,scale,linear,1e-05,0.19019441524180122,0.18020024704350218,1300.0
0.01,10.0,8,scale,linear,0.0001,0.19019608706363944,0.18019877209494323,1297.6
0.01,10.0,8,scale,linear,0.001,0.19019954484567292,0.18021503881450643,1288.0
0.01,10.0,8,scale,linear,0.01,0.19004582585952873,0.18050667286288394,1300.0
0.01,10.0,8,scale,linear,0.1,0.18275092488057626,0.18631887041271455,1331.6
0.01,10.0,8,scale,poly,1e-05,0.3835024421091576,0.3617850433257322,794.6
0.01,10.0,8,scale,poly,0.0001,0.38349923766666233,0.3617874147724426,802.6
0.01,10.0,8,scale,poly,0.001,0.38349715846980004,0.36177564158767617,803.0
0.01,10.0,8,scale,poly,0.01,0.3834632769831035,0.36206820930108824,786.0
0.01,10.0,8,scale,poly,0.1,0.37916520056410175,0.36712770193288286,855.2
0.01,10.0,8,scale,rbf,1e-05,-0.033092504081167665,0.06570947990901085,1834.6
0.01,10.0,8,scale,rbf,0.0001,-0.03309379672299292,0.0657082297611407,1835.8
0.01,10.0,8,scale,rbf,0.001,-0.03311847940911836,0.06568963696317762,1840.6
0.01,10.0,8,scale,rbf,0.01,-0.0333726700169528,0.06547608877119182,1844.2
0.01,10.0,8,scale,rbf,0.1,-0.03018497996918968,0.0633531215040195,1814.2
0.01,10.0,8,scale,sigmoid,1e-05,-0.056269228133905405,0.06364567693114273,2434.4
0.01,10.0,8,scale,sigmoid,0.0001,-0.056269228133905405,0.06364567693114273,2434.4
0.01,10.0,8,scale,sigmoid,0.001,-0.05626922813389836,0.06364567693114181,2434.8
0.01,10.0,8,scale,sigmoid,0.01,-0.05627442682387682,0.06364695421494668,2420.0
0.01,10.0,8,scale,sigmoid,0.1,-0.05149646713695653,0.05816534462373903,2132.6
0.1,0.01,3,auto,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.01,3,auto,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.01,3,auto,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.01,3,auto,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.01,3,auto,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.01,3,auto,poly,1e-05,-0.05239837481855446,0.06306838772248871,2046.6
0.1,0.01,3,auto,poly,0.0001,-0.05239837481855446,0.06306838772248871,2046.6
0.1,0.01,3,auto,poly,0.001,-0.05239912260249698,0.0630680016784948,2047.0
0.1,0.01,3,auto,poly,0.01,-0.0523726222626012,0.06304621237541244,2046.6
0.1,0.01,3,auto,poly,0.1,-0.055878156502702184,0.06495334902847484,2311.4
0.1,0.01,3,auto,rbf,1e-05,-0.0005503172628941741,0.08471287931796004,1745.6
0.1,0.01,3,auto,rbf,0.0001,-0.0005528583852204458,0.08471131459875489,1749.2
0.1,0.01,3,auto,rbf,0.001,-0.0005384175455826047,0.08476498463624407,1745.6
0.1,0.01,3,auto,rbf,0.01,-0.0004910929996160801,0.08460475813996106,1744.4
0.1,0.01,3,auto,rbf,0.1,-0.0009209147287746807,0.08475263844363148,1751.6
0.1,0.01,3,auto,sigmoid,1e-05,-0.020678538398989442,0.07078850694050576,1796.2
0.1,0.01,3,auto,sigmoid,0.0001,-0.02067720777390674,0.07079004592367552,1797.0
0.1,0.01,3,auto,sigmoid,0.001,-0.02067539758051972,0.07078851393949998,1796.2
0.1,0.01,3,auto,sigmoid,0.01,-0.020631270446482018,0.07068623834565149,1795.0
0.1,0.01,3,auto,sigmoid,0.1,-0.01842433548816618,0.06859345163732083,1793.2
0.1,0.01,3,scale,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.01,3,scale,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.01,3,scale,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.01,3,scale,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.01,3,scale,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.01,3,scale,poly,1e-05,0.09798568128535454,0.15202268345928432,1447.8
0.1,0.01,3,scale,poly,0.0001,0.09798270087563914,0.1520270941204344,1448.4
0.1,0.01,3,scale,poly,0.001,0.09795066954301346,0.15198273926129802,1449.0
0.1,0.01,3,scale,poly,0.01,0.09727809551835619,0.1517088653758261,1450.4
0.1,0.01,3,scale,poly,0.1,0.09761939165184616,0.15445913897028568,1453.2
0.1,0.01,3,scale,rbf,1e-05,0.049235481070071994,0.13528205567811888,1607.8
0.1,0.01,3,scale,rbf,0.0001,0.0492348494781442,0.13528601830396025,1609.0
0.1,0.01,3,scale,rbf,0.001,0.0492163372318673,0.1353123189174217,1617.4
0.1,0.01,3,scale,rbf,0.01,0.049462053521842,0.13522204870077514,1600.0
0.1,0.01,3,scale,rbf,0.1,0.04793895300403346,0.13029299035981948,1623.8
0.1,0.01,3,scale,sigmoid,1e-05,0.004922875866443022,0.11143939179499933,1749.6
0.1,0.01,3,scale,sigmoid,0.0001,0.004918313856177902,0.11143199793928496,1750.8
0.1,0.01,3,scale,sigmoid,0.001,0.00486506400639108,0.11137285195091715,1753.2
0.1,0.01,3,scale,sigmoid,0.01,0.00531238818243088,0.11134790435627769,1747.6
0.1,0.01,3,scale,sigmoid,0.1,0.0025885130833182795,0.10737003903070605,1761.6
0.1,0.01,8,auto,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.01,8,auto,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.01,8,auto,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.01,8,auto,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.01,8,auto,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.01,8,auto,poly,1e-05,-0.056264577640932276,0.06364476689410829,2321.8
0.1,0.01,8,auto,poly,0.0001,-0.056264577640932276,0.06364476689410829,2321.8
0.1,0.01,8,auto,poly,0.001,-0.056264577640932276,0.06364476689410829,2321.8
0.1,0.01,8,auto,poly,0.01,-0.05626457154207508,0.06364475759170364,2321.6
0.1,0.01,8,auto,poly,0.1,-0.0621727725583156,0.069011918633942,2425.2
0.1,0.01,8,auto,rbf,1e-05,-0.0005503172628941741,0.08471287931796004,1745.6
0.1,0.01,8,auto,rbf,0.0001,-0.0005528583852204458,0.08471131459875489,1749.2
0.1,0.01,8,auto,rbf,0.001,-0.0005384175455826047,0.08476498463624407,1745.6
0.1,0.01,8,auto,rbf,0.01,-0.0004910929996160801,0.08460475813996106,1744.4
0.1,0.01,8,auto,rbf,0.1,-0.0009209147287746807,0.08475263844363148,1751.6
0.1,0.01,8,auto,sigmoid,1e-05,-0.020678538398989442,0.07078850694050576,1796.2
0.1,0.01,8,auto,sigmoid,0.0001,-0.02067720777390674,0.07079004592367552,1797.0
0.1,0.01,8,auto,sigmoid,0.001,-0.02067539758051972,0.07078851393949998,1796.2
0.1,0.01,8,auto,sigmoid,0.01,-0.020631270446482018,0.07068623834565149,1795.0
0.1,0.01,8,auto,sigmoid,0.1,-0.01842433548816618,0.06859345163732083,1793.2
0.1,0.01,8,scale,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.01,8,scale,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.01,8,scale,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.01,8,scale,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.01,8,scale,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.01,8,scale,poly,1e-05,0.05386009593853867,0.15574515197609293,1561.4
0.1,0.01,8,scale,poly,0.0001,0.05386187528130152,0.15574436873644273,1561.2
0.1,0.01,8,scale,poly,0.001,0.05387715389039897,0.1557084747254712,1561.0
0.1,0.01,8,scale,poly,0.01,0.05356203932713206,0.15529375744028145,1563.0
0.1,0.01,8,scale,poly,0.1,0.05260333722146672,0.1552910869475601,1565.8
0.1,0.01,8,scale,rbf,1e-05,0.049235481070071994,0.13528205567811888,1607.8
0.1,0.01,8,scale,rbf,0.0001,0.0492348494781442,0.13528601830396025,1609.0
0.1,0.01,8,scale,rbf,0.001,0.0492163372318673,0.1353123189174217,1617.4
0.1,0.01,8,scale,rbf,0.01,0.049462053521842,0.13522204870077514,1600.0
0.1,0.01,8,scale,rbf,0.1,0.04793895300403346,0.13029299035981948,1623.8
0.1,0.01,8,scale,sigmoid,1e-05,0.004922875866443022,0.11143939179499933,1749.6
0.1,0.01,8,scale,sigmoid,0.0001,0.004918313856177902,0.11143199793928496,1750.8
0.1,0.01,8,scale,sigmoid,0.001,0.00486506400639108,0.11137285195091715,1753.2
0.1,0.01,8,scale,sigmoid,0.01,0.00531238818243088,0.11134790435627769,1747.6
0.1,0.01,8,scale,sigmoid,0.1,0.0025885130833182795,0.10737003903070605,1761.6
0.1,0.5,3,auto,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.5,3,auto,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.5,3,auto,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.5,3,auto,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.5,3,auto,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.5,3,auto,poly,1e-05,-0.01121271405567998,0.0735584501787761,1780.2
0.1,0.5,3,auto,poly,0.0001,-0.011213627761593339,0.07355699289580554,1780.4
0.1,0.5,3,auto,poly,0.001,-0.01121870238815032,0.07357614534990736,1780.4
0.1,0.5,3,auto,poly,0.01,-0.011073231975995761,0.07336512101803479,1780.4
0.1,0.5,3,auto,poly,0.1,-0.00815978312091182,0.07225972446625438,1770.4
0.1,0.5,3,auto,rbf,1e-05,-0.0005503172628941741,0.08471287931796004,1745.6
0.1,0.5,3,auto,rbf,0.0001,-0.0005528583852204458,0.08471131459875489,1749.2
0.1,0.5,3,auto,rbf,0.001,-0.0005384175455826047,0.08476498463624407,1745.6
0.1,0.5,3,auto,rbf,0.01,-0.0004910929996160801,0.08460475813996106,1744.4
0.1,0.5,3,auto,rbf,0.1,-0.0009209147287746807,0.08475263844363148,1751.6
0.1,0.5,3,auto,sigmoid,1e-05,-0.030343470786171417,0.06695883025590872,1823.2
0.1,0.5,3,auto,sigmoid,0.0001,-0.030344081888276857,0.06695831128852933,1824.0
0.1,0.5,3,auto,sigmoid,0.001,-0.03035608683071994,0.06696191571642156,1826.0
0.1,0.5,3,auto,sigmoid,0.01,-0.030433413287832438,0.06696194778719188,1824.0
0.1,0.5,3,auto,sigmoid,0.1,-0.026930123432680742,0.06428361401112867,1805.6
0.1,0.5,3,scale,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.5,3,scale,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.5,3,scale,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.5,3,scale,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.5,3,scale,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.5,3,scale,poly,1e-05,0.16931559449139785,0.17538898837208755,1361.2
0.1,0.5,3,scale,poly,0.0001,0.16931666455184718,0.17538757793997156,1360.6
0.1,0.5,3,scale,poly,0.001,0.1693008042582675,0.1753543208184393,1361.2
0.1,0.5,3,scale,poly,0.01,0.16952062556212105,0.17533893257055322,1359.8
0.1,0.5,3,scale,poly,0.1,0.161207564254876,0.18835878061192984,1372.6
0.1,0.5,3,scale,rbf,1e-05,0.049235481070071994,0.13528205567811888,1607.8
0.1,0.5,3,scale,rbf,0.0001,0.0492348494781442,0.13528601830396025,1609.0
0.1,0.5,3,scale,rbf,0.001,0.0492163372318673,0.1353123189174217,1617.4
0.1,0.5,3,scale,rbf,0.01,0.049462053521842,0.13522204870077514,1600.0
0.1,0.5,3,scale,rbf,0.1,0.04793895300403346,0.13029299035981948,1623.8
0.1,0.5,3,scale,sigmoid,1e-05,-0.021335143191079216,0.0918310327477639,1836.2
0.1,0.5,3,scale,sigmoid,0.0001,-0.02133463873948927,0.09182987668821604,1835.8
0.1,0.5,3,scale,sigmoid,0.001,-0.021338156297406347,0.09182768722501511,1835.4
0.1,0.5,3,scale,sigmoid,0.01,-0.021338601237806686,0.09140968019283384,1835.0
0.1,0.5,3,scale,sigmoid,0.1,-0.0185329873934574,0.08511968026000072,1808.0
0.1,0.5,8,auto,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.5,8,auto,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.5,8,auto,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.5,8,auto,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.5,8,auto,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.5,8,auto,poly,1e-05,-0.03725028373255298,0.06216339165975816,1864.8
0.1,0.5,8,auto,poly,0.0001,-0.03725036830305922,0.06216317789869522,1864.4
0.1,0.5,8,auto,poly,0.001,-0.0372599463806125,0.06218915872424754,1865.0
0.1,0.5,8,auto,poly,0.01,-0.03751996529842254,0.06217473015128829,1874.6
0.1,0.5,8,auto,poly,0.1,-0.036436895898379604,0.06004358907347366,1870.4
0.1,0.5,8,auto,rbf,1e-05,-0.0005503172628941741,0.08471287931796004,1745.6
0.1,0.5,8,auto,rbf,0.0001,-0.0005528583852204458,0.08471131459875489,1749.2
0.1,0.5,8,auto,rbf,0.001,-0.0005384175455826047,0.08476498463624407,1745.6
0.1,0.5,8,auto,rbf,0.01,-0.0004910929996160801,0.08460475813996106,1744.4
0.1,0.5,8,auto,rbf,0.1,-0.0009209147287746807,0.08475263844363148,1751.6
0.1,0.5,8,auto,sigmoid,1e-05,-0.030343470786171417,0.06695883025590872,1823.2
0.1,0.5,8,auto,sigmoid,0.0001,-0.030344081888276857,0.06695831128852933,1824.0
0.1,0.5,8,auto,sigmoid,0.001,-0.03035608683071994,0.06696191571642156,1826.0
0.1,0.5,8,auto,sigmoid,0.01,-0.030433413287832438,0.06696194778719188,1824.0
0.1,0.5,8,auto,sigmoid,0.1,-0.026930123432680742,0.06428361401112867,1805.6
0.1,0.5,8,scale,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,0.5,8,scale,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
0.1,0.5,8,scale,linear,0.001,0.4163997032290897,0.3579673908937361,78.8
0.1,0.5,8,scale,linear,0.01,0.4159717479365094,0.3584258085274875,96.0
0.1,0.5,8,scale,linear,0.1,0.41418807287135656,0.36031592827523073,115.0
0.1,0.5,8,scale,poly,1e-05,0.32741829158754854,0.33137763337988757,1122.4
0.1,0.5,8,scale,poly,0.0001,0.327420422502297,0.3313768695181611,1122.0
0.1,0.5,8,scale,poly,0.001,0.327422798118493,0.33136521387796236,1122.0
0.1,0.5,8,scale,poly,0.01,0.327345865316255,0.3309414503742786,1124.6
0.1,0.5,8,scale,poly,0.1,0.32650190296986653,0.33107021838522466,1122.8
0.1,0.5,8,scale,rbf,1e-05,0.049235481070071994,0.13528205567811888,1607.8
0.1,0.5,8,scale,rbf,0.0001,0.0492348494781442,0.13528601830396025,1609.0
0.1,0.5,8,scale,rbf,0.001,0.0492163372318673,0.1353123189174217,1617.4
0.1,0.5,8,scale,rbf,0.01,0.049462053521842,0.13522204870077514,1600.0
0.1,0.5,8,scale,rbf,0.1,0.04793895300403346,0.13029299035981948,1623.8
0.1,0.5,8,scale,sigmoid,1e-05,-0.021335143191079216,0.0918310327477639,1836.2
0.1,0.5,8,scale,sigmoid,0.0001,-0.02133463873948927,0.09182987668821604,1835.8
0.1,0.5,8,scale,sigmoid,0.001,-0.021338156297406347,0.09182768722501511,1835.4
0.1,0.5,8,scale,sigmoid,0.01,-0.021338601237806686,0.09140968019283384,1835.0
0.1,0.5,8,scale,sigmoid,0.1,-0.0185329873934574,0.08511968026000072,1808.0
0.1,10.0,3,auto,linear,1e-05,0.4164155627083458,0.3579636726958136,74.0
0.1,10.0,3,auto,linear,0.0001,0.41641406520551494,0.357963692480008,76.4
